# Hostname exactly matches octo.dc.gov,,
# Start date: 20250916,,
# End date: 20251216,,
,,
Page title and screen class,Page path and screen class,Views
"""Live At 9:30"" Reel | octo",/multimedia/live-930-reel,1
"Interagency Data Team Notes (March 15, 2017) | octo",/publication/interagency-data-team-notes-march-15-2017,1
"Interagency Data Team Notes (March 4, 2020) | octo",/node/1468666,1
"Interagency Data Team Notes (March 4, 2020) | octo",/publication/interagency-data-team-notes-march-4-2020,1
"Interagency Data Team Notes (March 7, 2018) | octo",/node/1315586,1
"Interagency Data Team Notes (March 7, 2018) | octo",/publication/interagency-data-team-notes-march-7-2018,1
"Interagency Data Team Notes (March 9, 2021) | octo",/node/1527196,1
"Interagency Data Team Notes (May 15, 2019) | octo",/node/1423586,1
"Interagency Data Team Notes (May 15, 2019) | octo",/publication/interagency-data-team-notes-may-15-2019,1
"Interagency Data Team Notes (May 17, 2017) | octo",/node/1310966,1
"Interagency Data Team Notes (May 17, 2017) | octo",/publication/interagency-data-team-notes-may-17-2017,1
"Interagency Data Team Notes (May 24, 2021) | octo",/node/1540391,1
"Interagency Data Team Notes (November 15, 2017) | octo",/node/1310986,1
"Interagency Data Team Notes (November 15, 2017) | octo",/publication/interagency-data-team-notes-november-15-2017,2
"Interagency Data Team Notes (November 6, 2018) | octo",/node/1368206,1
"Interagency Data Team Notes (November 6, 2018) | octo",/publication/interagency-data-team-notes-november-6-2018,1
"Interagency Data Team Notes (October 16, 2019) | octo",/node/1443971,1
"Interagency Data Team Notes (October 16, 2019) | octo",/publication/interagency-data-team-notes-october-16-2019,1
"Interagency Data Team Notes (October 21, 2021) | octo",/node/1565831,1
"Interagency Data Team Notes (October 21, 2021) | octo",/publication/interagency-data-team-notes-october-21-2021,1
"Interagency Data Team Notes (September 12, 2018) | octo",/node/1368351,1
"Interagency Data Team Notes (September 12, 2018) | octo",/publication/interagency-data-team-notes-september-12-2018,1
"Interagency Data Team Notes (September 16, 2021) | octo",/node/1559376,1
"Interagency Data Team Notes (September 16, 2021) | octo",/publication/interagency-data-team-notes-september-16-2021,1
"Interagency Data Team Notes (September 27, 2017) | octo",/node/1310981,1
"Interagency Data Team Notes (September 29, 2020) | octo",/node/1499836,1
"Interagency Data Team Presentation (April 23, 2020) | octo",/node/1474731,2
"Interagency Data Team Presentation (April 23, 2020) | octo",/publication/interagency-data-team-presentation-april-23-2020,1
"Interagency Data Team Presentation (August 9, 2017) | octo",/node/1311511,1
"Interagency Data Team Presentation (December 14, 2016) | octo",/node/1311041,1
"Interagency Data Team Presentation (December 14, 2016) | octo",/publication/interagency-data-team-presentation-december-14-2016,1
"Interagency Data Team Presentation (December 9, 2020) | octo",/publication/interagency-data-team-presentation-december-9-2020,1
"Interagency Data Team Presentation (February 8, 2017) | octo",/node/1311011,1
"Interagency Data Team Presentation (February 8, 2017) | octo",/publication/interagency-data-team-presentation-february-8-2017,1
"Interagency Data Team Presentation (January 10, 2018) | octo",/node/1311006,1
"Interagency Data Team Presentation (January 10, 2018) | octo",/publication/interagency-data-team-presentation-january-10-2018,1
"Interagency Data Team Presentation (January 23, 2019) | octo",/node/1382961,1
"Interagency Data Team Presentation (July 17, 2019) | octo",/node/1423426,1
"Interagency Data Team Presentation (June 14, 2017) | octo",/node/1311021,1
"Interagency Data Team Presentation (June 14, 2017) | octo",/publication/interagency-data-team-presentation-june-14-2017,1
"Interagency Data Team Presentation (June 25, 2020) | octo",/node/1484696,1
"Interagency Data Team Presentation (June 25, 2020) | octo",/publication/interagency-data-team-presentation-june-25-2020,1
"Interagency Data Team Presentation (June 27, 2018) | octo",/node/1342136,1
"Interagency Data Team Presentation (March 13, 2019) | octo",/node/1395716,1
"Interagency Data Team Presentation (March 13, 2019) | octo",/publication/interagency-data-team-presentation-march-13-2019,1
"Interagency Data Team Presentation (March 15, 2017) | octo",/node/1311016,1
"Interagency Data Team Presentation (March 4, 2020) | octo",/node/1468681,1
"Interagency Data Team Presentation (March 9, 2021) | octo",/node/1527191,1
"Interagency Data Team Presentation (May 15, 2019) | octo",/node/1423421,1
"Interagency Data Team Presentation (May 15, 2019) | octo",/publication/interagency-data-team-presentation-may-15-2019,1
"Interagency Data Team Presentation (May 17, 2017) | octo",/node/1311051,1
"Interagency Data Team Presentation (May 17, 2017) | octo",/publication/interagency-data-team-presentation-may-17-2017,1
"Interagency Data Team Presentation (May 21, 2018) | octo",/node/1334946,1
"Interagency Data Team Presentation (May 21, 2018) | octo",/publication/interagency-data-team-presentation-may-21-2018,1
"Interagency Data Team Presentation (May 24, 2021) | octo",/node/1540386,1
"Interagency Data Team Presentation (May 24, 2021) | octo",/publication/interagency-data-team-presentation-may-24-2021,1
"Interagency Data Team Presentation (November 15, 2017) | octo",/node/1311036,1
"Interagency Data Team Presentation (November 2, 2016) | octo",/node/1311031,1
"Interagency Data Team Presentation (November 2, 2016) | octo",/publication/interagency-data-team-presentation-november-2-2016,1
"Interagency Data Team Presentation (November 6, 2018) | octo",/publication/interagency-data-team-presentation-november-6-2018,1
"Interagency Data Team Presentation (October 16, 2019) | octo",/node/1441436,1
"Interagency Data Team Presentation (October 16, 2019) | octo",/publication/interagency-data-team-presentation-october-16-2019,1
"Interagency Data Team Presentation (October 21, 2021) | octo",/node/1565836,1
"Interagency Data Team Presentation (September 12, 2018) | octo",/node/1368191,1
"Interagency Data Team Presentation (September 12, 2018) | octo",/publication/interagency-data-team-presentation-september-12-2018,1
"Interagency Data Team Presentation (September 16, 2021) | octo",/node/1559381,1
"Interagency Data Team Presentation (September 16, 2021) | octo",/publication/interagency-data-team-presentation-september-16-2021,1
"Interagency Data Team Presentation (September 27, 2017) | octo",/node/1311026,1
"Interagency Data Team Presentation (September 27, 2017) | octo",/publication/interagency-data-team-presentation-september-27-2017,3
"Interagency Data Team Presentation (September 29, 2020) | octo",/publication/interagency-data-team-presentation-september-29-2020,3
Interagency Data Team Presentations | octo,/node/1310851,8
Interagency Data Team Presentations | octo,/page/interagency-data-team-presentations,8
International Travel Policy for Mobile Computing Devices | octo,/node/1285206,29
International Travel Policy for Mobile Computing Devices | octo,/publication/international-travel-policy-mobile-computing-devices,88
Internet Access and Use Policy | octo,/am/page/internet-access-and-use-policy,5
Internet Access and Use Policy | octo,/es/page/internet-access-and-use-policy,1
Internet Access and Use Policy | octo,/node/707122,139
Internet Access and Use Policy | octo,/page/internet-access-and-use-policy,28
Internet Access and Use Policy | octo,/page/internet-access-and-use-policy-0,10
IT Careers | octo,/am/jobs,17
IT Careers | octo,/es/jobs,7
IT Careers | octo,/fr/jobs,2
IT Careers | octo,/jobs,1904
IT Careers | octo,/page/business-and-employment-opportunities,1
IT Careers | octo,/page/it-careers,1
IT Careers | octo,/page/itsa-business-opportunities,5
IT Investment Boards | octo,/fr/page/it-investment-boards,5
IT Investment Boards | octo,/node/702462,2
IT Investment Boards | octo,/page/it-investment-boards,18
IT Procurement and IT Project Policy | octo,/node/1542096,24
IT Procurement and IT Project Policy | octo,/publication/it-procurement-and-it-project-policy,49
IT Standards | octo,/fr/service/it-standards,1
IT Standards | octo,/node/706972,1
IT Standards | octo,/service/it-standards,169
ITSA website | octo,/external-link/itsa-website,1
ivory.lee | octo,/users/ivorylee,22
Join us at the next #SellingTech2DC | octo,/event/join-us-next-sellingtech2dc,8
La seguridad cibernética | octo,/node/1674526/,1
La seguridad cibernética | octo,/node/1674526/media contact - https:/octo.dc.gov/page/media-11,1
La seguridad cibernética | octo,/page/la-seguridad-cibernética,15
Labor Categories | octo,/page/labor-categories,1
Landline Telephone and Mobile Electronic Communications Device Usage Policy | octo,/node/856742,14
Landline Telephone and Mobile Electronic Communications Device Usage Policy | octo,/publication/landline-telephone-and-mobile-electronic-communications-device-usage-policy,1
Laura-Celine.Patrick | octo,/users/laura-celinepatrick,9
"Letter from CTO Parker to FCC RE: WC Docket No. 20-445, In the Matter of Establishing Procedures for the Emergency Broadband Connectivity Fund Assistance | octo",/release/letter-cto-parker-fcc-re-wc-docket-no-20-445-matter-establishing-procedures-emergency,2
Location - View 1 | octo,/node/719912,2
Location - View 2 | octo,/node/719922,2
Location - View 3 | octo,/node/719932,2
Location - View 4 | octo,/node/719942,2
Loudoun County Mapping and Geographic Information | octo,/external-link/loudoun-county-mapping-and-geographic-information,12
lynn.romano | octo,/users/lynnromano,1
Maps and Applications | octo,/am/service/maps-and-applications,7
Maps and Applications | octo,/fr/service/maps-and-applications,1
Maps and Applications | octo,/service/maps-and-applications,98
MAR Troubleshooting Guide | octo,/node/1161966,1
MAR Troubleshooting Guide | octo,/publication/mar-troubleshooting-guide,1
MAR Web Data Service in dot NET - Location Verifier | octo,/external-link/mar-web-data-service-dot-net-location-verifier,8
MAR Web Data Service in dot NET - Location Verifier | octo,/node/709822,9
Maryland State Geographic Information Committee | octo,/node/720652,1
Master Address Repository | octo,/am/service/master-address-repository,3
Master Address Repository | octo,/node/715602,34
Master Address Repository | octo,/node/715602/,1
Master Address Repository | octo,/node/715602/spa/aggregate,1
Master Address Repository | octo,/node/715652,1
Master Address Repository | octo,/service/master-address-repository,611
Master Address Repository Blog | octo,/node/715632,1
Mayor Bowser and Bloomberg Philanthropies Team Up to Create an Expanded Mayor’s Office of Policy and Innovation within DC Government | octo,/release/mayor-bowser-and-bloomberg-philanthropies-team-create-expanded-mayor’s-office-policy-and,1
Mayor Bowser and OCTO Announce #GigabitDCx Semi-Finalists | octo,/release/mayor-bowser-and-octo-announce-gigabitdcx-semi-finalists,13
Mayor Bowser Announces $3.3 Million Investment to Provide Home Internet to Low-Income DC Students | octo,/release/mayor-bowser-announces-33-million-investment-provide-home-internet-low-income-dc-students,1
Mayor Bowser Announces District to Receive $100.6 Million in BEAD Grants to Fund Digital Access and Training | octo,/release/mayor-bowser-announces-district-receive-1006-million-bead-grants-fund-digital-access-and,3
Mayor Bowser Announces Key Appointments | octo,/Mayor_Bowser_Announces_Key_Appointments,2
Mayor Bowser Announces Key Appointments | octo,/release/mayor-bowser-announces-key-appointments-10a,1
Mayor Bowser Announces New Life-Saving Technologies | octo,/release/mayor-bowser-announces-new-life-saving-technologies,1
"Mayor Bowser Announces Open Data Initiative, Names New Chief Technology Officer | octo",/release/mayor-bowser-announces-open-data-initiative-names-new-chief-technology-officer,2
Mayor Bowser Announces Public Crash Data to be Published Every Twenty Four Hours | octo,/release/mayor-bowser-announces-public-crash-data-be-published-every-twenty-four-hours,9
Mayor Bowser Announces the District will Receive $3.8 Million in Digital Equity Capacity Grant Funds | octo,/release/mayor-bowser-announces-district-will-receive-38-million-digital-equity-capacity-grant-funds,17
Mayor Bowser Encourages Residents to Take Advantage of Free Services at “All Hands on Tech” Event | octo,/release/mayor-bowser-encourages-residents-take-advantage-free-services-“all-hands-tech”-event,7
Mayor Bowser Highlights Citywide Efforts to Reduce Rodents | octo,/release/mayor-bowser-highlights-citywide-efforts-reduce-rodents,2
Mayor Bowser Highlights District’s Digital Inclusion Investments at DC Community Tech Day | octo,/release/mayor-bowser-highlights-district’s-digital-inclusion-investments-dc-community-tech-day,1
Mayor Bowser Introduces the Second Chance Amendment Act of 2021 to Radically Simplify Criminal Record Sealing | octo,/release/mayor-bowser-introduces-second-chance-amendment-act-2021-radically-simplify-criminal-record,1
Mayor Bowser Kicks Off 2019 by Introducing Legislation to Support DC Values and Announcing Key Appointments | octo,/release/mayor-bowser-kicks-2019-introducing-legislation-support-dc-values-and-announcing-key,5
"Mayor Bowser Kicks Off Infrastructure Week and Announces New Initiative to Bring High-Speed, Low- or No-Cost Internet to DC Residents | octo",/release/mayor-bowser-kicks-infrastructure-week-and-announces-new-initiative-bring-high-speed-low-or,1
"Mayor Bowser Kicks Off Outdoor Pool Season, Announces Free Wi-Fi at All DC Recreation Centers | octo",/release/mayor-bowser-kicks-outdoor-pool-season-announces-free-wi-fi-all-dc-recreation-centers,1
Mayor Bowser Kicks Off Third Annual ‘innoMAYtion’ | octo,/release/mayor-bowser-kicks-third-annual-‘innomaytion’,1
Mayor Bowser Launches Campaign to Promote MPD Recruitment | octo,/release/mayor-bowser-launches-campaign-promote-mpd-recruitment,2
Mayor Bowser Launches Career Coach DC Program | octo,/release/mayor-bowser-launches-career-coach-dc-program,3
Mayor Bowser Signs Order Defining DC’s AI Values and AI Strategic Plan | octo,/release/mayor-bowser-signs-order-defining-dc’s-ai-values-and-ai-strategic-plan,26
Mayor Bowser to Announce District Government’s Plan for Artificial Intelligence | octo,/release/mayor-bowser-announce-district-government’s-plan-artificial-intelligence,9
"Mayor Bowser to Kick Off Infrastructure Week by Announcing New Initiative to Bring High-Speed, Low- or No-Cost Internet to DC Residents | octo",/release/mayor-bowser-kick-infrastructure-week-announcing-new-initiative-bring-high-speed-low-or-no,8
Mayor Bowser to Launch Career Coach DC Program | octo,/release/mayor-bowser-launch-career-coach-dc-program,13
Mayor Bowser to Open the District’s First Safe Commercial Corridor Hub in Chinatown | octo,/release/mayor-bowser-open-district’s-first-safe-commercial-corridor-hub-chinatown,2
"Mayor Bowser, Chief Technology Officer Archana Vemulapalli and CISCO CEO Chuck Robbins Highlight #SmarterDC Milestone | octo",/release/mayor-bowser-chief-technology-officer-archana-vemulapalli-and-cisco-ceo,13
"Mayor Bowser, Dozens of US Mayors Send Joint Letter to FCC in Support of Net Neutrality | octo",/release/mayor-bowser-dozens-us-mayors-send-joint-letter-fcc-support-net-neutrality,6
"Mayor Bowser, SF Mayor Ed Lee Announce Expansion of Successful ‘Startup in Residence’ Program to DC | octo",/release/mayor-bowser-sf-mayor-ed-lee-announce-expansion-successful-‘startup-residence’-program-dc,3
Mayor Gray Names Rob Mancini Acting DC Chief Technology Officer | octo,/release/mayor-gray-names-rob-mancini-acting-dc-chief-technology-officer,2
Mayor Vincent C Gray and District Public Safety Officials Welcome Big Drop in Homicides | octo,/release/mayor-vincent-c-gray-welcomes-big-drop-homicides,3
Media | octo,/es/media,8
Media | octo,/media,18
Media | octo,/page/media-11,422
Media Protection Policy | octo,/node/1523551,19
Media Protection Policy | octo,/publication/media-protection-policy,7
Meet the Chief Data Officer | Barney Krucoff | octo,/blog/meet-chief-data-officer-barney-krucoff,12
michael.rupert's blog | octo,/blogs/michaelrupert,57
michele.roseman2 | octo,/users/micheleroseman2,22
Missing Persons Statistics | octo,/featured-content/missing-persons-statistics,11
Missing Persons Statistics | octo,/featured-content/missing-persons-statistics-0,10
Mobile Apps | DC,/mobile-apps,301
Mobile Apps | octo,/node/793282,12
Mobile Apps | octo,/page/mobile-apps,9
Modified District Government Services for Veterans Day | octo,/release/modified-district-government-services-veterans-day,1
Montgomery County Map Room on the Net | octo,/external-link/montgomery-county-map-room-net,2
Montgomery County Map Room on the Net | octo,/node/720662,1
Montgomery County Planning | octo,/node/720632,1
Moving DC’s Draft Open Data Policy Forward | octo,/blog/moving-dc’s-draft-open-data-policy-forward,7
MPD Partner VPN | octo,/publication/mpdpartner-vpn,6
MPD VPN | octo,/publication/mpd-vpn,3
"MPD’s Weekly Firearm Recoveries: August 26, 2019 to September 2, 2019 | octo",/release/mpd’s-weekly-firearm-recoveries-august-26-2019-september-2-2019,3
MPDC website | octo,/external-link/mpdc-website,35
MPDC website | octo,/node/725792,1
na'im.rahman | octo,/users/naimrahman,1
National Capital Region Geospatial Data Exchange (NCR GDX) website | octo,/external-link/national-capital-region-geospatial-data-exchange-ncr-gdx-website,1
National Capital Region Geospatial Data Exchange (NCR GDX) website | octo,/node/720432,5
National States Geographic Information Council | octo,/node/720752,1
NCR Data Exchange Project Schedule as of July 5 2011 | octo,/node/725652,5
NCR Data Exchange Project Schedule as of July 5 2011 | octo,/publication/ncr-data-exchange-project-schedule-july-5-2011,2
NCR GDX Data Inventory Report | octo,/node/725562,3
NCR GDX Data Inventory Report | octo,/publication/ncr-gdx-data-inventory-report,2
NCR GDX Governance Priorities and Action Plan | octo,/node/725542,5
NCR GDX Governance Priorities and Action Plan | octo,/publication/ncr-gdx-governance-priorities-and-action-plan,1
NCR Geospatial Data Exchange | octo,/page/ncr-geospatial-data-exchange,11
NCR Geospatial Data Exchange Finalized Requirements Document | octo,/node/725632,6
NCR Geospatial Data Exchange Finalized Requirements Document | octo,/publication/ncr-geospatial-data-exchange-finalized-requirements-document,1
Network Access Policy | octo,/node/1285201,33
Network Access Policy | octo,/publication/network-access-policy,15
New District Snow Site Helps the City Get Ready for Winter | octo,/release/new-district-snow-site-helps-city-get-ready-winter,1
New Federal Program Launches to Help Eligible DC Residents Access Internet | octo,/release/new-federal-program-launches-help-eligible-dc-residents-access-internet,1
New IT Service Center | octo,/page/new-it-service-center,1279
News Room | octo,/newsroom,265
News Room | octo,/newsroom/in_the_news,3
News Room | octo,/newsroom/press-releases,13
News Room | octo,/newsroom/testimonies,1
"Notice of Public Comment Period - Draft Air Quality Permit 6906-R1, Smithsonian Institution, Donald W. Reynolds Center for American Art and Portraiture | octo",/release/notice-public-comment-period-draft-air-quality-permit-6906-r1-smithsonian-institution-donald,1
Notice of Public Comment Period - Draft Air Quality Permit 7432 - United States Government Publishing Office | octo,/release/notice-public-comment-period-draft-air-quality-permit-7432-united-states-government,1
Now that the Kids Ride Free pass is no longer on the DC One Card. Where do I obtain the new SmarTrip card? | octo,/node/1245601,1
Now that the Kids Ride Free pass is no longer on the DC One Card. Where do I obtain the new SmarTrip card? | octo,/page/now-kids-ride-free-pass-no-longer-dc-one-card-where-do-i-obtain-new-smartrip-card,19
OCTO and DC Fire and EMS Team Winner of 22nd Annual Cafritz Team Innovation Award | octo,/release/octo-and-dc-fire-and-ems-team-winner-22nd-annual-cafritz-team-innovation-award,27
OCTO and LEDC Partnership Prepares DC Small Businesses to Better Compete in Today's Digital Economy | octo,/release/octo-and-ledc-partnership-prepares-dc-small-businesses-better-compete-todays-digital-economy,6
OCTO Custom Footer | octo,/system-use/octo-custom-footer,1
OCTO Custom Header | octo,/system-use/octo-custom-header,1
OCTO 语言服务 口译 | octo,/node/1677041,62
OCTO 语言服务 口译 | octo,/page/octo-语言服务-口译,36
OCTO Engages Youth Through Summer Employment Opportunity | octo,/release/octo-engages-youth-through-summer-employment-ops,2
OCTO Hosts Dynamic Discussion on Bridging the Digital Divide in the District of Columbia | octo,/am/release/octo-hosts-dynamic-discussion-bridging-digital-divide-district-columbia,1
OCTO Hosts Dynamic Discussion on Bridging the Digital Divide in the District of Columbia | octo,/fr/release/octo-hosts-dynamic-discussion-bridging-digital-divide-district-columbia,0
OCTO Hosts Dynamic Discussion on Bridging the Digital Divide in the District of Columbia | octo,/release/octo-hosts-dynamic-discussion-bridging-digital-divide-district-columbia,8
OCTO Hosts Technology Scavenger Hunt | octo,/release/octo-hosts-technology-scavenger-hunt,4
OCTO 언어 서비스 통역 | octo,/node/1677046,12
OCTO 언어 서비스 통역 | octo,/page/octo-언어-서비스-통역,46
OCTO Issues Arduino Challenge to McKinley Tech Students | octo,/dcpschallenge,6
OCTO Labs | octo,/es/external-link/octo-labs,55
OCTO Labs | octo,/external-link/octo-labs,61
OCTO Labs | octo,/fr/external-link/octo-labs,52
OCTO Labs | octo,/node/709762,3
OCTO Launches New “Open Data” Technology Program | octo,/release/octo-launches-new-“open-data”-technology-program,13
OCTO Launches New CBE Focused IT Solicitation Mobile App | octo,/blog/octo-launches-new-cbe-focused-it-solicitation-mobile-app,6
OCTO Launches New Online Mapping Tool | octo,/release/octo-launches-new-online-mapping-tool-dc-atlas-plus,8
OCTO Live | octo,/octolive,13
OCTO Programs | octo,/es/octo-programs,36
OCTO Programs | octo,/octo-programs,320
OCTO Usability Lab | octo,/es/node/1352486,1
OCTO Usability Lab | octo,/fr/node/1352486,1
OCTO Usability Lab | octo,/octo-usability-lab,33
OCTO VPN | octo,/publication/octo-vpn,1
OCTO Walmart Data Analysis Helps District Get Ready for Walmart | octo,/release/octo-walmart-data-analysis-helps-district-get-ready-walmart,1
OCTO with Community Organizations Partner to Create First-of-its-kind TechHub at the Frederick Douglass Community Center | octo,/release/octo-community-organizations-partner-create-first-its-kind-techhub-frederick-douglass,7
"OCTO, NGS and National Geographic Alliance Launch GIS Education Project | octo",/release/octo-ngs-and-national-geographic-alliance-launch-gis-education-project,9
"OCTO, OSSE, DCHA Launch Renovated Frederick Douglass Center, Introduce Project Reboot to DC | octo",/release/octo-osse-dcha-launch-renovated-frederick-douglass-center-introduce-project-reboot-dc,5
October is National Cyber Security Awareness Month | octo,/page/october-national-cyber-security-awareness-month,98
OCTOPod | octo,/node/1381036/,1
OCTOPod | octo,/node/1381036/Staying Cyber-Safe While Shopping Online,2
OCTOPod | octo,/node/1381036/revisions/7003311/view,2
OCTOPod | octo,/node/1381036/revisions/7185586/view,1
OCTOPod | octo,/node/1381036/revisions/7235701/view,1
OCTOPod | octo,/page/octopod,313
OCTOPod_update | octo,/page/octopodupdate,9
OCTOPod_Vynny | octo,/page/octopodvynny,19
OCTO's Connect.DC Program to Host Twitter Townhall on April 22nd from 1pm to 2pm | octo,/connectdc-twitterchat,3
OCTO's Connect.DC Program to Host Twitter Townhall on April 22nd from 1pm to 2pm | octo,/es/connectdc-twitterchat,4
Office of the Chief Technology Officer | octo,/agency/office-chief-technology-officer,104
Office of the Chief Technology Officer | octo,/am/agency/office-chief-technology-officer,1
Office of the Chief Technology Officer | octo,/fr/agency/office-chief-technology-officer,2
Office of the Chief Technology Officer Releases District of Columbia Enterprise Dataset Inventory and Chief Data Officer's Annual Report | octo,/release/office-chief-technology-officer-releases-district-columbia-enterprise-dataset-inventory-and,7
Online Maps Listing | octo,/am/page/online-maps-listing,4
Online Maps Listing | octo,/fr/page/online-maps-listing,4
Online Maps Listing | octo,/node/708212,119
Online Maps Listing | octo,/page/online-maps-listing,4425
Online Services | octo,/online-services,88
Open Data | octo,/am/service/open-data,9
Open Data | octo,/es/service/open-data,1
Open Data | octo,/service/open-data,177
Open Data and GIS Standards | octo,/am/page/open-data-and-gis-standards,1
Open Data and GIS Standards | octo,/fr/page/open-data-and-gis-standards,3
Open Data and GIS Standards | octo,/node/706992,16
Open Data and GIS Standards | octo,/page/geography-standards,1
Open Data and GIS Standards | octo,/page/open-data-and-gis-standards,20
Open Data DC Apps and Maps Gallery | octo,/external-link/district-columbia-custom-web-map-applications,2
Open Data DC Apps and Maps Gallery | octo,/external-link/open-data-dc-apps-and-maps-gallery,9
Open Data DC Apps and Maps Gallery | octo,/node/785042,609
Open Data Month 2025 | octo,/event/open-data-month-2025,6
Open Data Policy | octo,/external-link/open-data-policy,91
Open Geospatial Consortium - OGC | octo,/node/720732,1
Open Government and FOIA - OCTO | octo,/page/open-government-and-foia-octo,452
Open House Performance Check In | octo,/event/open-house-performance-check,5
Open House Performance Check In | octo,/node/1556521/media contact - https:/octo.dc.gov/page/media contact - https:/octo.dc.gov/page/media contact - https:/octo.dc.gov/page/media contact - https:/octo.dc.gov/page/media-11,1
Orthophoto 2011 - View 1 | octo,/node/719952,3
Our Vision | octo,/page/our-vision,6
Owner Polygons - View 3 | octo,/node/720072,2
Owner Polygons - View 4 | octo,/node/720062,2
Ownership Boundaries - View 1 | octo,/node/720042,2
Ownership Boundaries - View 2 | octo,/node/720052,2
PA2040 Project | octo,/page/pa2040-project,43
Participating Agencies | octo,/page/participating-agencies-octo,6
Partner VPN - How to Reset Password | octo,/publication/partner-vpn-reset-password,4
Password Best Practices and Recommendations | octo,/node/1561211,7
Password Best Practices and Recommendations | octo,/page/password-best-practices-and-recommendations,9
Password Management Policy | octo,/node/1523641,14
Password Management Policy | octo,/publication/octo-password-management-policy,29
Patch Management Policy | octo,/node/1523556,11
Patch Management Policy | octo,/publication/octo-patch-management-policy,31
Personnel Security Policy | octo,/node/1523561,15
Personnel Security Policy | octo,/publication/personnel-security-policy,13
Physical Access Security Policy | octo,/node/855532,8
Physical Access Security Policy | octo,/publication/physical-access-security-policy,26
Physical and Environmental Protection Policy | octo,/node/1523566,16
Physical and Environmental Protection Policy | octo,/publication/physical-and-environmental-protection-policy,9
Planimetric Base Layer Mapping | octo,/node/1354811,5
Planimetric Base Layer Mapping | octo,/publication/planimetric-base-layer-mapping,1
Planimetric Mapping Standards | octo,/am/page/planimetric-mapping-standards,1
Planimetric Mapping Standards | octo,/node/722002,3
Planimetric Mapping Standards | octo,/page/planimetric-mapping-standards,13
Planning - Land Use - Zoning - View 1 | octo,/node/720082,2
Planning - Land Use - Zoning - View 2 | octo,/node/720092,2
Point Area Report | octo,/node/719452,2
Police Service Area Details Application | octo,/external-link/police-service-area-details-application,3
Police Service Area Details Application | octo,/node/716562,2110
Police Service Area Finder | octo,/am/service/police-service-area-finder,15
Police Service Area Finder | octo,/fr/service/police-service-area-finder,5
Police Service Area Finder | octo,/node/716572,3
Police Service Area Finder | octo,/service/police-service-area-finder,2783
Policies | octo,/am/itpolicies,6
Policies | octo,/fr/itpolicies,1
Policies | octo,/itpolicies,482
Policies | octo,/node/707012,1
Policies | octo,/page/agency-support-policies,1
Policies | octo,/page/it-policies,58
Policies | octo,/techpolicy,2
Policy Definitions A-Z | octo,/node/856482,61
Policy Definitions A-Z | octo,/page/policy-definitions-z,2
Political Area Report | octo,/node/719462,2
Political Area Summary | octo,/node/719472,2
Prince Georges County GIS - PG Atlas website | octo,/node/744552,1
Prince Georges County Planning | octo,/external-link/prince-georges-county-planning,1
Prince Georges County Planning | octo,/node/720642,1
Prince William County Mapper | octo,/external-link/prince-william-county-mapper,10
Prince William County Mapper | octo,/node/720722,1
Proof of Identity | octo,/node/682842,58
Proof of Identity | octo,/page/proof-identity,1
Property and Land - View 1 | octo,/node/720102,2
Property and Land - View 2 | octo,/node/720112,2
Property and Land - View 3 | octo,/node/720122,1
Property and Land - View 4 | octo,/node/720132,3
Property Data Services | octo,/external-link/property-data-services,3
Property Data Services | octo,/node/719382,3
Property Square Labels - View 1 | octo,/node/720162,2
Property Square Labels - View 3 | octo,/node/720182,2
Property Square Labels - View 4 | octo,/node/720192,2
PropertyQuest | octo,/service/propertyquest,69
Public Key Infrastructure Policy | octo,/node/1285176,10
Public Key Infrastructure Policy | octo,/publication/public-key-infrastructure-policy,1
Public Oversight Roundtable on The OCTO DC-Net Fiber Optic Network | octo,/release/public-oversight-roundtable-octo-dc-net-fiber-optic-network,7
Public Restroom Pilot program | octo,/page/public-restroom-pilot-program,1
Public Safety - View 1 | octo,/node/720222,2
Public Safety - View 2 | octo,/node/720212,3
Public Service - View 1 | octo,/node/720232,2
Public Service - View 2 | octo,/node/720242,2
Public WiFi | octo,/am/wifi,7
Public WiFi | octo,/fr/wifi,1
Public WiFi | octo,/service/free-wifi,1
Public WiFi | octo,/service/public-wifi,1
Public WiFi | octo,/wifi,229
Public WiFi | octo,/wifi,229
Publications | octo,/publications,5
Publications | octo,/publications/ComplianceGuides/Publications_ComplianceGuide_CN.pdf,1
Publications | octo,/publications/ComplianceGuides/Publications_ComplianceGuide_CT.pdf,2
Publications | Page 22 | octo,/Publications/ComplianceGuides/Publications_ComplianceGuide_CT.pdf,1
Publications | Page 28 | octo,/Publications/ComplianceGuides,3
Publications | Page 31 | octo,/publications/ComplianceGuides/page_action/media contact - https://octo.dc.gov/page/media-11,2
Publications | Page 4 | octo,/Publications/ComplianceGuides/page_action/aggregate,1
Publications List | octo,/publications-list,6
Pulse Secure With MFA | octo,/publication/pulse-secure-with-mfa,2
Questions fréquemment posées à propos du programme SUN Bucks | octo,/node/1156842/revisions/6769586/view,1
Real Property Finder | octo,/node/1202964,1
Reasons to Use Web Services | octo,/node/709772,34
Reasons to Use Web Services | octo,/page/reasons-use-web-services,2
Recherche de zones de service de police(French) | octo,/es/node/1674711,1
Recherche de zones de service de police(French) | octo,/fr/node/1674711,0
Recherche de zones de service de police(French) | octo,/node/1674711,1
Recherche de zones de service de police(French) | octo,/node/1674711/,1
